Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
19/03/2025,BRITISH AIRWAYS UK DIRE UK,45.00,"ROUTING:    FROM:     PORTO
TO:       LONDON GATWICK APTCARRIER:        BA  CLASS:          X
TICKET NUMBER:  1252206044552           PASSENGER NAME: MISS LAURA NATALIA RAMIR",BRITISH AIRWAYS UK DIRE UK,SUBMISSIONS GBP,UK,A0A 0A0,UNITED KINGDOM OF GB AND NI,'AT250800044000010961056',Travel-Airline
19/03/2025,BRITISH AIRWAYS UK DIRE UK,45.00,"ROUTING:    FROM:     PORTO
TO:       LONDON GATWICK APTCARRIER:        BA  CLASS:          X
TICKET NUMBER:  1252206044553           PASSENGER NAME: MR PHILLIP LINDLEY",BRITISH AIRWAYS UK DIRE UK,SUBMISSIONS GBP,UK,A0A 0A0,UNITED KINGDOM OF GB AND NI,'AT250800044000010961057',Travel-Airline
19/03/2025,LIFEMILES COM CUR AX    SAN JOSE,9.55,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.28 Currency Exchange Rate: 1.2944",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT250800044000010975868',Travel-Airline
17/03/2025,PADDLE.NET* MAGICPAGES  LONDON,7.20,,PADDLE.NET* MAGICPAGES  LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT250770047000010849517',General Purchases-Computer Supplies
15/03/2025,AIRBNB * HMWRA28Q9A     LONDON,-336.52,,AIRBNB * HMWRA28Q9A     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250750038000011145483',Travel-Travel Agencies
15/03/2025,AIRBNB * HMXWDR4RK2     LONDON,123.78,,AIRBNB * HMXWDR4RK2     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250750038000011145451',Travel-Travel Agencies
14/03/2025,SP COPERNI              TORREGLIA,467.10,,SP COPERNI              TORREGLIA,"VIA SAN DANIELE
137",TORREGLIA,35038,ITALY,'AT250740037000011025135',Business Services-Conferences & Training
12/03/2025,PAYMENT RECEIVED - THANK YOU,-2001.25,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010308999340180',
05/03/2025,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,3.49,,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,"1 PRINCIPAL PLACE
WORSHIP STREET",LONDON,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT250650058000010915115',General Purchases-Online Purchases
01/03/2025,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,4.99,,PRIME VIDEO RENT / BUY  AMZN.UK/BILL,"1 PRINCIPAL PLACE
WORSHIP STREET",LONDON,EC2A 2FA,UNITED KINGDOM OF GB AND NI,'AT250610046000011051962',General Purchases-Online Purchases
28/02/2025,AMZNMKTPLACE*R01Q792J4  AMAZON.CO.UK,14.24,,AMZNMKTPLACE*R01Q792J4  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250600044000011093728',General Purchases-Online Purchases
27/02/2025,"JD Wetherspoons PLC     Watford,",7.10,,"JD Wetherspoons PLC     Watford,",WETHERSPOON HOUSE REEDS CRESCENT,WATFORD,WD24 4QL,UNITED KINGDOM OF GB AND NI,'AT250590059000010947965',Entertainment-Bars & Cafés
27/02/2025,TRAVEL RESERVATION GBP,-21.30,Expedia Offer,TRAVEL RESERVATION GBP,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT250580062000010869867',Travel-Travel Agencies
26/02/2025,EXPEDIAUKAO             EXPEDIA.CO.UK,212.95,,EXPEDIAUKAO             EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT250580062000010854680',Travel-Travel Agencies
26/02/2025,IBERIA.COM   U          LONDON GB,33.30,"ROUTING:    FROM:     MADRID BARAJAS APT
TO:       PORTO             CARRIER:        IB  CLASS:          A
TICKET NUMBER:  0752520553694           PASSENGER NAME: LINDLEY/PHILLIP",IBERIA.COM   U          LONDON GB,SUBMISSION GBP,MADRID,00000,SPAIN,'AT250580062000010862796',Travel-Airline
26/02/2025,IBERIA.COM   U          LONDON GB,33.30,"ROUTING:    FROM:     MADRID BARAJAS APT
TO:       PORTO             CARRIER:        IB  CLASS:          A
TICKET NUMBER:  0752520553695           PASSENGER NAME: RAMIREZRODRIGUEZ/LAURANA",IBERIA.COM   U          LONDON GB,SUBMISSION GBP,MADRID,00000,SPAIN,'AT250580062000010862797',Travel-Airline
26/02/2025,RYANAIR LTD AIRLINE     DUBLIN,86.99,"ROUTING:    FROM:     LONDON,ENGLAND UK
TO:       MADRID BARAJAS APTCARRIER:        FR  CLASS:          K
TICKET NUMBER:  P1NJGE                  PASSENGER NAME: LINDLEY/PHILLIP MR",RYANAIR LTD AIRLINE     DUBLIN,SUBMISSIONS GBP,UK,AA,UNITED KINGDOM OF GB AND NI,'AT250580062000010891489',Travel-Airline
26/02/2025,TRAINLINE Trainline     LONDON,6.89,,TRAINLINE Trainline     LONDON,120 HOLBORN,LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT250590059000010994575',Travel-Rail Services
26/02/2025,TRAINLINE Trainline     LONDON,18.24,,TRAINLINE Trainline     LONDON,120 HOLBORN,LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT250590059000010994571',Travel-Rail Services
21/02/2025,CKO*TEMU 523172         LONDON,-11.34,,CKO*TEMU 523172         LONDON,"10TH FLOOR
5 CHURCHILL PLACE",LONDON,E145HU,UNITED KINGDOM OF GB AND NI,'AT250530069000010105768',General Purchases-General Retail
21/02/2025,CKO*TEMU 523172         LONDON,38.55,,CKO*TEMU 523172         LONDON,"10TH FLOOR
5 CHURCHILL PLACE",LONDON,E145HU,UNITED KINGDOM OF GB AND NI,'AT250530069000010105763',General Purchases-General Retail
21/02/2025,TEMU.COM TEMU.COM       LONDON,-49.89,,TEMU.COM TEMU.COM       LONDON,1 BARTHOLOMEW LANE,LONDON,EC2N 2AX,UNITED KINGDOM OF GB AND NI,'AT250530044000010930204',General Purchases-Department Stores
21/02/2025,TEMU.COM TEMU.COM       LONDON,12.18,,TEMU.COM TEMU.COM       LONDON,1 BARTHOLOMEW LANE,LONDON,EC2N 2AX,UNITED KINGDOM OF GB AND NI,'AT250530044000010930158',General Purchases-Department Stores
21/02/2025,TEMU.COM TEMU.COM       LONDON,51.78,,TEMU.COM TEMU.COM       LONDON,1 BARTHOLOMEW LANE,LONDON,EC2N 2AX,UNITED KINGDOM OF GB AND NI,'AT250530044000010930177',General Purchases-Department Stores
21/02/2025,TEMU.COM TEMU.COM       LONDON,52.92,,TEMU.COM TEMU.COM       LONDON,1 BARTHOLOMEW LANE,LONDON,EC2N 2AX,UNITED KINGDOM OF GB AND NI,'AT250530044000010930168',General Purchases-Department Stores
20/02/2025,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,15.00,,CLAUDE.AI SUBSCRIPTION  SAN FRANCISCO,731 SANSOME ST,SAN FRANCISCO,94111,UNITED STATES,'AT250520063000010922180',General Purchases-Computer Supplies
20/02/2025,KLM                     AMSTERDAM,9.00,"ROUTING:    FROM:     MEXICO CITY BENITO
TO:       PARIS CHARLES DE GCARRIER:        AF  CLASS:          V
TO:       MALAGA            CARRIER:        AF  CLASS:          L
TICKET NUMBER:  00000000000000          PASSENGER NAME: LINDLEY/PHILLIP",KLM                     AMSTERDAM,SUBMISSIONS GBP,AMSTERDAM,1117 ZL,NETHERLANDS (THE),'AT250510058000010837158',Travel-Airline
19/02/2025,KLM                     NORWICH,14.10,TICKET NUMBER:  07441179633602          PASSENGER NAME: LINDLEY/PHILLIP MR,KLM                     NORWICH,GBP SUBMISSIONS,UK,XX0 0XX,UNITED KINGDOM OF GB AND NI,'AT250520063000010947077',Travel-Airline
19/02/2025,LIFEMILES COM CUR AX    SAN JOSE,9.80,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.28 Currency Exchange Rate: 1.2605",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT250560055000010852902',Travel-Airline
16/02/2025,NAME-CHEAP.COM* HGWB5Y  PHOENIX,9.13,Foreign Spend Amount: 11.16 UNITED STATES DOLLAR Commission Amount: 0.27 Currency Exchange Rate: 1.2595,NAME-CHEAP.COM* HGWB5Y  PHOENIX,"4600 EAST WASHINGTON ST
SUITE 305",PHOENIX,85034,UNITED STATES,'AT250490060000010833772',General Purchases-Computer Supplies
16/02/2025,NAME-CHEAP.COM* MZVKSB  PHOENIX,16.66,Foreign Spend Amount: 20.32 UNITED STATES DOLLAR Commission Amount: 0.48 Currency Exchange Rate: 1.2558,NAME-CHEAP.COM* MZVKSB  PHOENIX,"4600 EAST WASHINGTON ST
SUITE 305",PHOENIX,85034,UNITED STATES,'AT250490060000010852838',General Purchases-Computer Supplies
16/02/2025,SQSP* INV169617833      NEW YORK,12.00,,SQSP* INV169617833      NEW YORK,225 VARICK ST FL 12,NEW YORK,10014,UNITED STATES,'AT250480058000010932200',Business Services-Professional Services
14/02/2025,AMAZON PRIME*RT3Z70MW4  AMAZON.ES/PRM,4.29,"Foreign Spend Amount: 4,99 EUROPEAN UNION EURO Commission Amount: 0.12 Currency Exchange Rate: 1.1966",AMAZON PRIME*RT3Z70MW4  AMAZON.ES/PRM,38 AVENUE JOHN F KENNEDY,LUXEMBOURG,L-1855,,'AT250450085000010093605',General Purchases-Online Purchases
13/02/2025,AUDIBLE UK              ADBL.CO/PYMT,7.99,,AUDIBLE UK              ADBL.CO/PYMT,500 CHISWICK HIGH ROAD,LONDON,W4 5RG,UNITED KINGDOM OF GB AND NI,'AT250450055000011015088',General Purchases-Online Purchases
11/02/2025,AIRBNB * HM2TCPJTQB     LONDON,203.55,,AIRBNB * HM2TCPJTQB     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250420086000010098560',Travel-Travel Agencies
11/02/2025,CURSOR USAGE MID  FEB   NEW YORK,16.65,Foreign Spend Amount: 20.00 UNITED STATES DOLLAR Commission Amount: 0.48 Currency Exchange Rate: 1.2368,CURSOR USAGE MID  FEB   NEW YORK,"2261 MARKET ST
STE 86466",SAN FRANCISCO,94114,UNITED STATES,'AT250430055000010835439',General Purchases-Computer Supplies
09/02/2025,PAYMENT RECEIVED - THANK YOU,-1751.65,,PAYMENT RECEIVED - THANK YOU,,,,,'10000000010205999804890',
05/02/2025,SQSP* INV168385363      NEW YORK,12.00,,SQSP* INV168385363      NEW YORK,225 VARICK ST FL 12,NEW YORK,10014,UNITED STATES,'AT250370056000010843347',Business Services-Professional Services
31/01/2025,AIRBNB * HM2TCPJTQB     LONDON,50.89,,AIRBNB * HM2TCPJTQB     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250310055000010887834',Travel-Travel Agencies
31/01/2025,PRIORITY PASS PRIORITY  UNITED KINGDOM,24.00,,PRIORITY PASS PRIORITY  UNITED KINGDOM,"SUSSEX HOUSE
PERRYMOUNT ROAD",HAYWARDS HEATH,RH16 1DN,UNITED KINGDOM OF GB AND NI,'AT250320043000010938398',Travel-Air Services
29/01/2025,KLM                     LONDON,394.00,"ROUTING:    FROM:     MEXICO CITY BENITO
TO:       PARIS CHARLES DE GCARRIER:        AF  CLASS:          V
TO:       MALAGA            CARRIER:        AF  CLASS:          L
TICKET NUMBER:  07421204126173          PASSENGER NAME: LINDLEY/PHILLIP MR",KLM                     LONDON,SUBMISSIONS GBP,UK,A1,UNITED KINGDOM OF GB AND NI,'AT250310055000010875624',Travel-Airline
29/01/2025,KLM                     LONDON,394.00,"ROUTING:    FROM:     MEXICO CITY BENITO
TO:       PARIS CHARLES DE GCARRIER:        AF  CLASS:          V
TO:       MALAGA            CARRIER:        AF  CLASS:          L
TICKET NUMBER:  07421204126184          PASSENGER NAME: RAMIREZ RODRIGUEZ/LAURA",KLM                     LONDON,SUBMISSIONS GBP,UK,A1,UNITED KINGDOM OF GB AND NI,'AT250310055000010875625',Travel-Airline
28/01/2025,AIRBNB * HMWRA28Q9A     LONDON,336.52,,AIRBNB * HMWRA28Q9A     LONDON,40 COMPTON STREET,LONDON,EC1V 08D,UNITED KINGDOM OF GB AND NI,'AT250290051000010833343',Travel-Travel Agencies
24/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-369.00,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250240056000010880353',General Purchases-Online Purchases
22/01/2025,KLM                     LONDON,1056.60,"ROUTING:    FROM:     PARIS CHARLES DE G
TO:       MEXICO CITY BENITOCARRIER:        AF  CLASS:          H
TO:       PARIS CHARLES DE GCARRIER:        AF  CLASS:          A
TICKET NUMBER:  07421201151136          PASSENGER NAME: LINDLEY/PHILLIP MX",KLM                     LONDON,SUBMISSIONS GBP,UK,A1,UNITED KINGDOM OF GB AND NI,'AT250240086000010086169',Travel-Airline
21/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-42.49,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250210085000010076245',General Purchases-Online Purchases
21/01/2025,EXPEDIA 73013598338834  EXPEDIA.CO.UK,115.10,,EXPEDIA 73013598338834  EXPEDIA.CO.UK,"CALLE VILLALBA HERVAS 9 PLANTA 8
EFICICIO CAMACHO",LONDON,AA00 0AA,UNITED KINGDOM OF GB AND NI,'AT250210085000010074926',Travel-Travel Agencies
19/01/2025,FLIXBUS UK LTD.         BERLIN,17.48,,FLIXBUS UK LTD.         BERLIN,FRIEDENHEIMER BRUECKE 16,MUENCHEN,80639,GERMANY,'AT250200062000010791146',Travel-Travel Agencies
19/01/2025,LIFEMILES COM CUR AX    SAN JOSE,10.16,"TICKET NUMBER:  :                       PASSENGER NAME:
Foreign Spend Amount: 12.00 UNITED STATES DOLLAR Commission Amount: 0.29 Currency Exchange Rate: 1.2158",LIFEMILES COM CUR AX    SAN JOSE,"""CASA MATRIZ,SAN JOSE.SAN JOSE""",SAN JOSE,,COSTA RICA,'AT250210056000010814955',Travel-Airline
18/01/2025,"CURSOR, AI POWERED IDE  NEW YORK",16.94,Foreign Spend Amount: 20.00 UNITED STATES DOLLAR Commission Amount: 0.49 Currency Exchange Rate: 1.2158,"CURSOR, AI POWERED IDE  NEW YORK","2261 MARKET ST
STE 86466",SAN FRANCISCO,94114,UNITED STATES,'AT250190038000010909657',General Purchases-Computer Supplies
16/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-39.00,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250160085000010085620',General Purchases-Online Purchases
15/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-39.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250160055000010842597',General Purchases-Online Purchases
15/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-12.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250160055000010842513',General Purchases-Online Purchases
15/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-8.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250160055000010860361',General Purchases-Online Purchases
14/01/2025,AMAZON PRIME*UJ73W2O65  AMAZON.ES/PRM,4.33,"Foreign Spend Amount: 4,99 EUROPEAN UNION EURO Commission Amount: 0.13 Currency Exchange Rate: 1.188",AMAZON PRIME*UJ73W2O65  AMAZON.ES/PRM,38 AVENUE JOHN F KENNEDY,LUXEMBOURG,L-1855,,'AT250150055000010824387',General Purchases-Online Purchases
13/01/2025,AUDIBLE UK              ADBL.CO/PYMT,7.99,,AUDIBLE UK              ADBL.CO/PYMT,500 CHISWICK HIGH ROAD,LONDON,W4 5RG,UNITED KINGDOM OF GB AND NI,'AT250130085000010091086',General Purchases-Online Purchases
12/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-23.78,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250120074000010080122',General Purchases-Online Purchases
12/01/2025,SUMUP*AGA REIN ART      LONDON,40.00,,SUMUP*AGA REIN ART      LONDON,75 CAMBRGE GARDEN,LONDON,N10 2LN,UNITED KINGDOM OF GB AND NI,'AT250120030000010932996',General Purchases-General Retail
11/01/2025,APPLE.COM/BILL          HOLLYHILL,3.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT",LUXEMBOURG,L-0717,,'AT250110076000010072502',General Purchases-Computer Supplies
11/01/2025,DETROIT PIZZA           LONDON,57.19,,DETROIT PIZZA           LONDON,75 COMMERCIAL ST,LONDON,E1 6BD,UNITED KINGDOM OF GB AND NI,'AT250120030000010953764',Entertainment-Bars & Cafés
11/01/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.40,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT250120030000010902126',Travel-Other Travel
10/01/2025,POINT A LIVERPOOL STREE LONDON,151.20,SECURE TRADING TRANSACTION,POINT A LIVERPOOL STREE LONDON,13-15 FOLGATE STREET,LONDON,E1 6BX,UNITED KINGDOM OF GB AND NI,'AT250110046000010844707',Travel-Lodging
10/01/2025,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,2.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT250110046000010840045',Travel-Other Travel
10/01/2025,THE IVY CLIFTON BRASSER BRISTOL,80.61,,THE IVY CLIFTON BRASSER BRISTOL,42-44 CALEDONIA PLACECLIFTON,BRISTOL,BS8 4DN,UNITED KINGDOM OF GB AND NI,'AT250110046000010863915',Entertainment-Restaurants
09/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-46.23,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250090085000010089741',General Purchases-Online Purchases
09/01/2025,AMZNMKTPLACE            AMAZON.CO.UK,-8.99,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250100056000010766641',General Purchases-Online Purchases
09/01/2025,AMZNMKTPLACE*B70QG1MU5  AMAZON.CO.UK,369.00,,AMZNMKTPLACE*B70QG1MU5  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250090085000010084558',General Purchases-Online Purchases
09/01/2025,RYANAIR LTD AIRLINE     DUBLIN,74.76,"ROUTING:    FROM:     LONDON,ENGLAND UK
TO:       PORTO             CARRIER:        FR  CLASS:          T
TICKET NUMBER:  WW21TS                  PASSENGER NAME: LINDLEY/PHILLIP MR",RYANAIR LTD AIRLINE     DUBLIN,SUBMISSIONS GBP,UK,AA,UNITED KINGDOM OF GB AND NI,'AT250100056000010778350',Travel-Airline
09/01/2025,TRAINLINE Trainline     LONDON,46.39,,TRAINLINE Trainline     LONDON,120 HOLBORN,LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT250110046000010854813',Travel-Rail Services
07/01/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,6.10,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT250070054000010754559',General Purchases-Groceries
05/01/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,6.70,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT250050044000010835207',General Purchases-Groceries
04/01/2025,AMAZON.CO.UK*NO4A34B95  AMAZON.CO.UK,7.31,,AMAZON.CO.UK*NO4A34B95  AMAZON.CO.UK,60 HOLBORN VIADUCT,LONDON,EC1A 2FD,UNITED KINGDOM OF GB AND NI,'AT250050074000010080508',General Purchases-Online Purchases
03/01/2025,AMZNMKTPLACE*B54MZ0NN5  AMAZON.CO.UK,42.49,,AMZNMKTPLACE*B54MZ0NN5  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250050044000010837377',General Purchases-Online Purchases
03/01/2025,LPB ENTERPRISES LTD     MILFORD HAVEN,29.80,,LPB ENTERPRISES LTD     MILFORD HAVEN,"UNIT 2
HOUSEMILFORD DOCKS",MILFORD HAVEN,SA73 3AA,UNITED KINGDOM OF GB AND NI,'AT250030053000010753750',Entertainment-Restaurants
02/01/2025,AMZNMKTPLACE*NR1QX3KN5  AMAZON.CO.UK,42.49,,AMZNMKTPLACE*NR1QX3KN5  AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT250030053000010734155',General Purchases-Online Purchases
02/01/2025,TESCO STORE 2647 2647TE HAVERFORDWEST,36.41,,TESCO STORE 2647 2647TE HAVERFORDWEST,"FENTON TRADING ESTATE
PORTFIELD",HAVERFORDWEST,SA62 4PF,UNITED KINGDOM OF GB AND NI,'AT250030053000010780037',General Purchases-Groceries
01/01/2025,PAYMENT RECEIVED - THANK YOU,-1049.02,,PAYMENT RECEIVED - THANK YOU,,,,,'AT250010057000010056042',
01/01/2025,REGISTERED OFFICE (UK)  LONDON,59.98,,REGISTERED OFFICE (UK)  LONDON,"167 169 GREAT PORTLAND STREET
5TH FLOOR",LONDON,W1W,UNITED KINGDOM OF GB AND NI,'AT250010086000010080200',Business Services-Professional Services
